Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Gasolina 95 E5;Gasolina 95 E10;Gasolina 95 E5 Premium;Gasolina 98 E5;Gasolina 98 E10;Gasóleo A;Gasóleo Premium;Gasóleo B;Gasóleo C;Bioetanol;Biodiésel;Gases licuados del petróleo;Gas natural comprimido;Gas natural licuado;Hidrógeno;Gasóleo de uso marítimo;Rótulo;Tipo;Horario
CUENCA;POZORRUBIELOS DE LA MANCHA;POZOSECO;16212;AUTOVIA AUTOVIA A-3 KM. 207;I;-1,952528;39,518361;29/10/2023 17:19;1,709;;;1,869;;1,749;1,869;;;;;;;;;;REPSOL;;L-D: 24H
VALENCIA / VALÈNCIA;SIETE AGUAS;SIETE AGUAS;46392;AUTOVIA AUTOVIA A-3 KM. 304;D;-0,930250;39,450333;03/11/2023 00:00;1,709;;;1,869;;1,739;1,839;;;;;;;;;;REPSOL;;"L-S: 06:00-22:00; D: 07:00-22:00"
VALENCIA / VALÈNCIA;SIETE AGUAS;SIETE AGUAS;46392;AUTOVIA AUTOVIA A-3 KM. 306,5;D;-0,904528;39,456000;03/11/2023 00:00;1,709;;;1,869;;1,739;1,839;;;;;;;;;;REPSOL;;L-D: 24H
PALENCIA;ALAR DEL REY;ALAR DEL REY;34401;AUTOVIA AUTOVIA A-67, SALIDA KM. 94 KM. 94;N;-4,291694;42,718778;30/10/2023 09:39;;;;;;;;;;;;;1,180;1,180;;;PUERTO DE LA  MONTAÑA - ALIARA ENERGIA ;;L-D: 24H
SEVILLA;RODA DE ANDALUCÍA (LA);RODA DE ANDALUCIA (LA);41590;AUTOVIA AUTOVIA A-92 KM. 123;D;-4,796694;37,197750;30/10/2023 20:00;1,659;;;1,769;;1,709;1,769;;;;;;;;;;SHELL;;"L-V: 07:00-21:30; S-D: 07:30-21:30"
SEVILLA;CAMPANA (LA);CAMPANA (LA);41429;AUTOVIA AUTOVIA A4 KM. 483;D;-5,389056;37,508139;23/10/2023 06:00;1,599;;;;;1,529;1,569;;;;;;;;;;RUTA 4;;L-D: 06:00-22:00
ASTURIAS;LLANES;POSADA;33594;AUTOVIA AUTOVIA A8 KM. 310;D;-4,856611;43,431667;31/10/2023 11:02;1,699;;;1,869;;1,629;1,729;;;;;;;;;;GALP;;L-D: 24H
ASTURIAS;LLANES;POSADA;33594;AUTOVIA AUTOVIA A8 KM. 310;I;-4,857333;43,432722;31/10/2023 11:00;1,699;;;1,869;;1,629;1,729;1,399;;;;;;;;;GALP;;L-D: 24H
ZARAGOZA;FRASNO (EL);FRASNO (EL);50320;AUTOVIA AUTOVIA ARAGON KM. 253;I;-1,516972;41,414806;03/11/2023 10:00;1,639;;;;;1,679;1,749;1,359;;;;0,939;;;;;MLC ALUENDA;;L-D: 24H
PALMAS (LAS);ARUCAS;ARUCAS;35400;AUTOVIA AUTOVIA ARUCAS S/N KM. 3,5;N;-15,517639;28,117472;23/10/2023 12:20;1,329;;;1,449;;1,319;1,418;;;;;0,799;;;;;E.S. SHELL AUTOVÍA  ARUCAS;;L-D: 06:00-22:00
JAÉN;CAROLINA (LA);CAROLINA (LA);23200;AUTOVIA AUTOVIA DE ANDALUCIA KM. 266;I;-3,591167;38,281917;30/10/2023 17:17;1,659;;;1,799;;1,719;1,769;;;;;;;;;;ORELLANA PERDIZ;;L: 07:00-23:00
CÁDIZ;CONIL DE LA FRONTERA;CONIL DE LA FRONTERA;11149;AUTOVIA AUTOVIA DE LA LUZ KM. 24,400;I;-6,055500;36,309028;02/11/2023 12:00;1,589;;;1,739;;1,639;1,699;;;;;;;;;;BP;;L-D: 24H
ZARAGOZA;CETINA;CETINA;50292;AUTOVIA AUTOVIA DEL  NORDESTE KM. 202;D;-1,945833;41,302944;03/11/2023 00:00;1,659;;;1,809;;1,689;1,759;;;;;;;;;;REPSOL;;L-D: 24H
CANTABRIA;REOCÍN;PUENTE SAN MIGUEL;39530;AUTOVIA AUTOVIA DEL CANTABRICOA-8 KM. 234;N;-4,094167;43,356000;30/10/2023 15:00;1,679;;;1,811;;1,689;1,755;;;;;0,949;;;;;SHELL;;L-D: 24H
MÁLAGA;VÉLEZ-MÁLAGA;CAJIZ;29792;AUTOVIA AUTOVIA DEL MEDITERRANEO A-7 KM. 264,5;D;-4,179083;36,744500;31/10/2023 14:57;1,559;;;1,759;;1,519;1,569;1,287;;;;;;;;;GUEROIL;;L-D: 24H
ALMERÍA;ANTAS;ANTAS;04628;AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 529;D;-1,898028;37,213750;02/11/2023 08:52;1,596;;;;;1,619;1,649;1,228;;;;0,969;;;;;SHELL;;L-D: 24H
MURCIA;ALHAMA DE MURCIA;ALHAMA DE MURCIA;30840;AUTOVIA AUTOVIA DEL MEDITERRANEO KM. 606;D;-1,428750;37,794833;03/11/2023 00:00;1,649;;;1,809;;1,679;1,779;1,413;;;;;;;;;REPSOL;;L-D: 24H
ALMERÍA;NÍJAR;NIJAR;04100;AUTOVIA AUTOVIA DEL MEDITERRANEO SAL.471 KM. 471;N;-2,229556;36,869083;30/10/2023 08:22;1,659;;;1,809;;1,729;1,819;;;;;;;;;;BP ESTACION DE SERVICIO EL 21;;L-D: 07:00-22:00
MURCIA;MURCIA;CAÑADA HERMOSA;30837;AUTOVIA AUTOVIA DEL NOROESTE KM. 8;D;-1,337694;38,007389;31/10/2023 06:00;1,649;;;1,769;;1,679;1,739;1,399;;;;0,999;;;;;REPSOL;;L-D: 06:00-22:00
MURCIA;MURCIA;CAÑADA HERMOSA;30837;AUTOVIA AUTOVIA DEL NOROESTE KM. 8;I;-1,338028;38,006639;31/10/2023 06:00;1,649;;;1,769;;1,679;1,739;1,399;;;;;;;;;REPSOL;;L-D: 24H
SEGOVIA;CASTILLEJO DE MESLEÓN;CASTILLEJO DE MESLEON;40593;AUTOVIA AUTOVIA DEL NORTE MADRID-IRUN A-1 KM. 107;I;-3,595722;41,258000;30/10/2023 08:40;1,739;;;1,869;;1,729;1,799;;;;;0,999;;;;;CEPSA;;L-D: 06:30-22:30
SEGOVIA;CASTILLEJO DE MESLEÓN;CASTILLEJO DE MESLEON;40593;AUTOVIA AUTOVIA DEL NORTE MADRID-IRUN A-1 KM. 107,4;D;-3,591194;41,259278;31/10/2023 21:00;1,728;;;1,858;;1,728;1,818;1,398;;;;;;;;;REPSOL;;L-D: 24H
CÁCERES;TRUJILLO;TRUJILLO;10200;AUTOVIA AUTOVIA DEL SUROESTE KM. 259;I;-5,886556;39,410944;02/11/2023 15:25;1,589;;;;;1,609;1,679;;;;;;;;;;Q8;;L-D: 06:00-00:00
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);PALMAS DE GRAN CANARIA (LAS);35016;AUTOVIA AUTOVIA GC-3 KM. 1,3;D;-15,421111;28,047944;30/10/2023 11:27;1,339;;;1,459;;1,319;1,454;;;;;;;;;;CEPSA;;L-D: 24H
CÁDIZ;ALCALÁ DE LOS GAZULES;ALCALA DE LOS GAZULES;11180;AUTOVIA AUTOVIA JEREZ-LOS BARRIOS KM. 45;I;-5,715778;36,437694;01/11/2023 18:55;1,649;;;1,769;;1,699;1,789;;;;;;;;;;SHELL;;L-D: 06:00-22:00
CÁCERES;PERALEDA DE LA MATA;PERALEDA DE LA MATA;10335;AUTOVIA AUTOVIA KM. 174;I;-5,467111;39,888333;30/10/2023 09:31;1,719;;;;;1,709;1,739;;;;;;;;;;REPSOL;;L-D: 24H
CORUÑA (A);DODRO;DODRIÑO;15981;AUTOVIA BARBANZA KM. 7,7;D;-8,729500;42,707639;31/10/2023 13:01;1,689;;;1,809;;1,679;1,749;;;;;;;;;;SHELL;;L-D: 24H
VALLADOLID;VALLADOLID;VALLADOLID;47009;AUTOVIA BURGOS KM. 117;I;-4,701222;41,712556;02/11/2023 22:42;1,679;;;1,821;;1,679;1,745;1,319;;;;;;;;;CEPSA;;"L-V: 07:00-22:00; S-D: 09:00-18:00"
BARCELONA;SANT FRUITÓS DE BAGES;SANT FRUITOS DE BAGES;08272;AUTOVIA C 16 , 35,6 KM. 35,6;D;1,881472;41,773139;03/11/2023 00:00;1,669;;;1,809;;1,649;1,699;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
BARCELONA;LLIÇÀ D'AMUNT;LLIÇA D'AMUNT;08186;AUTOVIA C-17 KM 20,5 KM. 20,5;I;2,263333;41,608417;24/10/2023 07:54;1,779;;1,839;;;1,739;1,809;;;;;;;;;;CEPSA;;L-S: 06:00-21:00
BARCELONA;PARETS DEL VALLÈS;PARETS DEL VALLES;08150;AUTOVIA C-17 KM. 18;D;2,233111;41,558833;03/11/2023 00:00;1,734;;1,805;;;1,709;1,789;;;;;;;;;;CEPSA;;L-D: 06:00-22:00
BARCELONA;TONA;TONA;08551;AUTOVIA C-17 KM. 50;I;2,232250;41,845083;03/11/2023 00:00;1,644;;;1,776;;1,615;1,735;;;;;;;;;;CEPSA;;L-D: 06:00-22:00
BARCELONA;PRAT DE LLOBREGAT (EL);PRAT DE LLOBREGAT (EL);08820;AUTOVIA C-31 KM. 191,8;D;2,070028;41,316444;03/11/2023 06:00;1,744;;1,824;1,876;;1,695;1,775;;;;;0,989;;;;;CEPSA;;L-D: 24H
GIRONA;VIDRERES;VIDRERES;17411;AUTOVIA C-35 KM. 84,5;I;2,761694;41,785639;03/11/2023 10:02;1,694;;;;;1,664;1,734;;;;;;;;;;GALP;;L-D: 06:00-22:00
GIRONA;LLAGOSTERA;LLAGOSTERA;17240;AUTOVIA C-65 KM. 4,8;I;2,946889;41,827389;03/11/2023 00:00;1,699;;;1,859;;1,679;1,739;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
LEÓN;VILLANUEVA DE LAS MANZANAS;PALANQUINOS;24225;AUTOVIA CAMINO DE SANTIAGO KM. 9,5;D;-5,499333;42,451222;01/11/2023 00:00;1,669;;;;;1,659;;;;;;;;;;;VALCARCE;;"L-V: 06:00-00:00; S: 06:00-22:00; D: 06:00-00:00"
MÁLAGA;CÁRTAMA;CARTAMA;29570;AUTOVIA CAMPILLOS-MALAGA KM. 50,05;I;-4,666333;36,718556;30/10/2023 00:00;1,719;;;1,869;;1,759;1,839;1,379;;;;;;;;;CEPSA;;L-D: 24H
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;AUTOVIA CARRETERA GENERAL DE ANDALUCIA KM. 178,800;I;-3,383194;38,957472;03/11/2023 06:00;1,629;;1,689;;;1,665;1,749;;;;;;;;;;CEPSA;;L-D: 24H
ZARAGOZA;UTEBO;UTEBO;50180;AUTOVIA CARRETERA NACIONAL  232 KM. 249,5;D;-0,989639;41,695694;03/11/2023 00:00;1,659;;;;;1,699;1,769;1,370;;;;;;;;;REPSOL;;L-D: 05:00-22:00
VALLADOLID;ALDEAMAYOR DE SAN MARTÍN;ALDEAMAYOR DE SAN MARTIN;47162;AUTOVIA CARRETERA SG 601 KM 13,75 KM. 13,750;N;-4,658667;41,541917;19/10/2023 23:23;1,689;;;;;1,709;;;;;;;;;;;VALCARCE ;;L-D: 24H
BARCELONA;HOSPITALET DE LLOBREGAT (L');HOSPITALET DE LLOBREGAT (L');08246;AUTOVIA CASTELLDEFELS KM. 2,7;I;2,109528;41,345833;03/11/2023 06:02;1,679;;;1,799;;1,639;1,709;;;;;;;;;;GALP;;L-D: 24H
BARCELONA;HOSPITALET DE LLOBREGAT (L');HOSPITALET DE LLOBREGAT (L');08246;AUTOVIA CASTELLDEFELS KM. 2,7;D;2,111750;41,346472;03/11/2023 10:19;1,509;;;;;1,519;;;;;;;;;;;GALP;;L-D: 24H
BARCELONA;HOSPITALET DE LLOBREGAT (L');HOSPITALET DE LLOBREGAT (L');08907;AUTOVIA CASTELLDEFELS KM. 4,500;D;2,099889;41,338639;30/10/2023 06:58;1,779;;1,889;;;1,729;1,829;;;;;;;;;;CEPSA;;L-V: 06:00-18:00
PALMAS (LAS);ARUCAS;ARUCAS;35400;AUTOVIA CIRCUNVALACION ARUCAS 3º ROTONDA KM. S/N;N;-15,528139;28,115861;30/10/2023 12:00;1,349;;;1,499;;1,339;1,469;;;;;;;;;;BP LAS VEGAS;;L-D: 24H
SEGOVIA;GOMEZSERRACÍN;GOMEZSERRACIN;40240;AUTOVIA CL 601 KM. 63;D;-4,299639;41,291694;03/11/2023 00:00;1,639;;;;;1,659;1,759;1,409;;;;;;;;;REPSOL;;"L-S: 07:00-22:00; D: 09:00-22:00"
TOLEDO;MORA;MORA;45400;AUTOVIA CM- 42 KM. 21,3;D;-3,835667;39,693194;03/11/2023 00:00;1,679;;;1,799;;1,709;1,779;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
TOLEDO;MORA;MORA;45400;AUTOVIA CM-42 KM. 21,5;I;-3,801250;39,682917;03/11/2023 00:00;1,679;;;1,799;;1,709;1,779;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
CÁCERES;SANTA CRUZ DE LA SIERRA;SANTA CRUZ DE LA SIERRA;10260;AUTOVIA CR N-5, 268 KM. 268;D;-5,857528;39,339111;03/11/2023 00:00;1,659;;;;;1,665;1,765;;;;;;;;;;REPSOL;;L: 07:00-23:00
SEVILLA;ALCALÁ DE GUADAÍRA;ALCALA DE GUADAIRA;41500;AUTOVIA CR.SEVILLA MALAGA KM. 7,5;D;-5,868306;37,356889;02/11/2023 14:00;1,679;;;1,819;;1,687;1,767;;;;;;;;;;SHELL;;L-V: 06:30-17:30
CUENCA;HUETE;HUETE;16500;AUTOVIA CRTRA. N-III KM. 108,4;D;-2,743472;39,912000;02/11/2023 12:05;1,719;;;1,869;;1,729;1,849;;;;;;;;;;REPSOL;;L-D: 24H
CÁCERES;PERALEDA DE LA MATA;PERALEDA DE LA MATA;10335;AUTOVIA CTRA A-5, KM 171 - POL. PUERTA DE EXTREMADURA PARC 80-81-82 KM. 171;N;-5,428333;39,891917;03/11/2023 10:21;1,659;;;1,769;;1,679;1,749;;;;;;;;;;GALP;;L-D: 24H
GUADALAJARA;LEDANCA;LEDANCA;19195;AUTOVIA CTRA A2 KM. 95;D;-2,836028;40,859361;03/11/2023 00:00;1,679;;;;;1,689;1,749;;;;;;;;;;REPSOL;;L-D: 07:00-22:00
ZARAGOZA;ZARAGOZA;CARTUJA BAJA;50720;AUTOVIA CTRA. CASTELLON ( A 68) KM. 233,150;I;-0,845917;41,623167;30/10/2023 11:49;1,669;;;1,819;;1,689;1,789;;;;;0,859;;;;;BP;;L-D: 06:00-22:00
BALEARS (ILLES);CIUTADELLA DE MENORCA;CIUTADELLA DE MENORCA;07760;AUTOVIA CTRA. MAHON - CIUDADELA KM. 43,9;D;3,850583;40,004639;31/10/2023 00:00;1,759;;;;;1,759;1,859;;;;;;;;;;BP;;L-D: 06:00-22:00
GRANADA;CÚLLAR;CULLAR;18850;AUTOVIA CULLAR  A-92 KM. 369;I;-2,464583;37,593694;03/11/2023 00:00;1,639;;;1,769;;1,659;1,739;;;;;;;;;;REPSOL;;L-D: 06:30-22:30
VALENCIA / VALÈNCIA;MASSANASSA;MASSANASSA;46470;AUTOVIA CV-31 KM. 9;D;-0,380306;39,409944;03/11/2023 00:00;1,729;;;1,871;;1,729;1,819;;;;;;;;;;BP CARY II;;L-D: 24H
VALENCIA / VALÈNCIA;POBLA DE VALLBONA (LA);POBLA DE VALLBONA (LA);46185;AUTOVIA CV-35 KM. 17;D;-0,532028;39,583167;03/11/2023 06:00;1,719;;1,805;1,851;;1,689;1,809;;;;;;;;;;CEPSA;;L-D: 05:00-23:00
VALENCIA / VALÈNCIA;PATERNA;PATERNA;46980;AUTOVIA CV-35 KM. 7,7;I;-0,445278;39,530861;03/11/2023 00:00;1,739;;1,799;;;1,709;1,775;;;;;;;;;;CEPSA;;"L-V: 06:30-21:30; S: 08:00-14:30"
VALENCIA / VALÈNCIA;LLOCNOU DE SANT JERONI;LLOCNOU DE SANT JERONI;46726;AUTOVIA CV-60 KM. 25,5;D;-0,302778;38,909667;02/11/2023 08:26;1,679;;;1,799;;1,669;1,779;;;;;;;;;;BP;;"L-S: 06:00-21:00; D: 07:00-21:00"
VALENCIA / VALÈNCIA;ALMISERÀ;ALMISERA;46726;AUTOVIA CV-60 KM. 29;I;-0,269444;38,922667;03/11/2023 00:00;1,679;;;1,799;;1,669;1,769;;;;;;;;;;REPSOL;;"L-S: 06:00-21:00; D: 07:00-21:00"
CASTELLÓN / CASTELLÓ;CABANES;CABANES;12180;AUTOVIA CV10 KM. 37,5;D;0,033306;40,140833;30/10/2023 09:35;1,739;;;;;1,699;1,779;1,359;;;;;;;;;EESS DE CABANES GALP 40 PIES ;;L-D: 06:00-22:00
CASTELLÓN / CASTELLÓ;POBLA TORNESA (LA);POBLA TORNESA (LA);12191;AUTOVIA CV10 SALIDA 33 KM. 33;D;0,008472;40,105333;30/10/2023 21:01;1,679;;;1,999;;1,699;1,789;1,369;;;;0,999;;;;;REPSOL;;L-D: 24H
VALENCIA / VALÈNCIA;LLÍRIA;LLIRIA;46160;AUTOVIA CV35 KM. 32,5;D;-0,650361;39,656917;03/11/2023 02:22;1,669;;;;;1,699;1,769;;;;;;;;;;GALP;;L-D: 24H
VALENCIA / VALÈNCIA;LLÍRIA;LLIRIA;46160;AUTOVIA CV35 KM. 32,5;I;-0,650806;39,656361;03/11/2023 02:23;1,669;;;;;1,699;1,769;;;;;;;;;;GALP;;L-D: 06:00-22:00
JAÉN;SANTA ELENA;SANTA ELENA;23213;AUTOVIA DE ANDALUCIA km 259,1;D;-3,545365;38,329904;30/10/2023 16:24;1,599;;;;;1,599;1,659;;;;;;;;;;E.S. MIRA, S.L.;;L-D: 08:00-22:00
SEVILLA;ÉCIJA;ECIJA;41400;AUTOVIA DE ANDALUCIA km 458;I;-5,115111;37,525167;01/11/2023 00:10;;;;;;1,488;;1,146;;;;;;;;;COESAGRO,S.C.A.;;L: 06:00-21:00
CIUDAD REAL;MANZANARES;MANZANARES;13200;AUTOVIA DE ANDALUCIA KM. 173;D;-3,384028;39,005889;02/11/2023 11:09;1,659;;;2,229;;1,729;1,809;;;;;;;;;;E.S. EL CRUCE;;L-D: 06:00-23:00
BARCELONA;PRAT DE LLOBREGAT (EL);PRAT DE LLOBREGAT (EL);08820;AUTOVIA DE CASTELLDEFELLS KM. 5;N;2,090417;41,334000;02/11/2023 11:40;1,719;;;1,889;;1,659;1,699;;;;;;;;;;CARREFOUR;;L-D: 24H
CUENCA;BELINCHÓN;BELINCHON;16740;AUTOVIA DE LEVANTE KM. ;I;-3,041056;40,032944;30/10/2023 19:02;1,699;;;1,749;;1,719;1,759;;;;;;;;;;CEPSA;;L-D: 24H
CUENCA;BELINCHÓN;BELINCHON;16470;AUTOVIA DE LEVANTE KM. ;D;-3,042361;40,032000;30/10/2023 18:59;1,699;;;1,749;;1,719;1,759;;;;;;;;;;CEPSA;;L-D: 24H
CUENCA;VILLARRUBIO;VILLARRUBIO;16420;AUTOVIA DE LEVANTE, PK 90;I;-2,926278;39,961139;03/11/2023 00:00;1,579;;;;;1,569;1,599;1,249;;;;;;;;;VALCARCE;;L-D: 24H
MÁLAGA;MIJAS;MIJAS;29650;AUTOVIA DE LOS LIRIOS KM. 210;D;-4,634917;36,544694;02/11/2023 12:38;1,679;;;1,879;;1,699;1,739;;;;;;;;;;CARREFOUR;;L-D: 24H
TARRAGONA;TARRAGONA;TARRAGONA;43080;AUTOVIA DE REUS KM. 4;N;1,203806;41,128472;02/11/2023 11:40;1,609;;;1,859;;1,599;1,639;;;;;;;;;;CARREFOUR;;L-D: 24H
SEVILLA;SEVILLA;SEVILLA;41020;AUTOVIA DE SAN PABLO KM. 535,6;N;-5,940250;37,409222;02/11/2023 11:40;1,649;;;1,789;;1,679;1,719;;;;;;;;;;CARREFOUR;;L-D: 24H
CUENCA;TÉBAR;TEBAR;16710;AUTOVIA DE VALENCIA km 186;D;-2,158278;39,484444;03/11/2023 10:01;1,699;;;1,859;;1,749;1,849;;;;;0,999;;;;;REPSOL;;L-D: 24H
ASTURIAS;CUDILLERO;NOVELLANA;33157;AUTOVIA DEL CANTABRICO  A8 KM. 134,2;N;-6,283778;43,557583;30/10/2023 09:30;1,728;;;1,868;;1,728;1,818;;;;;;;;;;REPSOL;;L-D: 24H
CUENCA;HITO (EL);HITO (EL);16441;AUTOVIA DEL ESTE KM. 111;I;-2,714278;39,903833;03/11/2023 00:00;1,679;;;1,839;;1,729;1,829;;;;;;;;;;REPSOL;;L-D: 07:00-23:00
ALICANTE;ELCHE/ELX;TORRELLANO;03320;Autovía del Mediterráneo (A-7) a Murcia;I;-0,605694;38,309528;03/11/2023 02:22;1,699;;;1,819;;1,679;1,749;;;;;;;;;;GALP;;L-D: 24H
ALICANTE;ELCHE/ELX;TORRELLANO;03320;Autovía del Mediterráneo (A-7) a Valencia;D;-0,606250;38,307972;03/11/2023 02:21;1,699;;;1,819;;1,679;1,749;;;;;;;;;;GALP;;L-D: 24H
MÁLAGA;VÉLEZ-MÁLAGA;CAJIZ;29792;AUTOVIA DEL MEDITERRANEO (A-7) KM. 264,5;D;-4,180000;36,743306;31/10/2023 17:27;1,559;;1,559;;;1,519;1,519;;;;;;;;;;EASYGAS;;L-D: 24H
MURCIA;ALHAMA DE MURCIA;ALHAMA DE MURCIA;30840;AUTOVIA DEL MEDITERRANEO KM. 596;D;-1,382167;37,870556;30/10/2023 11:47;1,950;;;;;1,850;;1,650;;;;;;;;;PRIMAFRIO;;L-D: 24H
ZARAGOZA;MONREAL DE ARIZA;MONREAL DE ARIZA;50291;AUTOVIA DEL NORDESTE KM. 186;D;-2,122833;41,307250;30/10/2023 10:48;1,669;;;;;1,669;1,759;;;;;;;;;;BP;;L-D: 24H
ÁVILA;ADANERO;ADANERO;05296;AUTOVIA DEL NOROESTE KM. 111;D;-4,614111;40,955639;03/11/2023 00:00;1,659;;;1,791;;1,659;1,775;;;;;;;;;;CEPSA;;L-D: 24H
MURCIA;MULA;MULA;30170;AUTOVIA DEL NOROESTE KM. 17;D;-1,416278;38,032944;30/10/2023 09:05;1,596;;;;;1,556;;1,186;;;;;;;;;LOS LLANOS II;;L-D: 06:00-22:00
MURCIA;MULA;MULA;30170;AUTOVIA DEL NOROESTE KM. 17;I;-1,416528;38,032722;30/10/2023 14:52;1,589;;;;;1,529;1,599;;;;;;;;;;REPOSTANDO;;L-D: 06:00-22:30
CUENCA;TÉBAR;TEBAR;16710;AUTOVIA DISEMINADOS POLIGONO 511 PARCELA 39 KM. 386;D;-2,161972;39,485778;31/10/2023 14:58;1,549;;;;;1,469;;;;;;;;;;;BEROIL;;L-D: 24H
ALMERÍA;NÍJAR;NIJAR;04100;AUTOVIA E 15 NAC.340 KM. ;I;-2,127111;36,955667;03/11/2023 00:00;1,639;;;1,799;;1,739;1,799;1,341;;;;0,989;;;;;REPSOL;;L-D: 24H
HUELVA;AYAMONTE;AYAMONTE;21400;AUTOVIA E-1/A-49 KM. 130;I;-7,385306;37,238222;02/11/2023 15:25;1,699;;;1,859;;1,679;1,749;;;;;;;;;;Q8;;L-D: 24H
MADRID;VENTURADA;VENTURADA;28729;AUTOVIA E-5/A-1 KM. 49;D;-3,617222;40,793611;03/11/2023 00:00;1,709;;;1,859;;1,729;1,809;;;;;;;;;;REPSOL;;L-D: 06:00-23:00
JAÉN;BAILÉN;BAILEN;23710;AUTOVIA E-5/A-4 KM. 288;D;-3,728500;38,143500;01/11/2023 06:00;1,659;;;1,805;;1,719;1,819;;;;;;;;;;BP BAILEN;;L: 24H
JAÉN;ANDÚJAR;ANDUJAR;23740;AUTOVIA E-5/A-4 KM. 326;I;-4,079778;38,029472;30/10/2023 18:01;1,719;;1,809;1,869;;1,729;1,809;1,429;;;;0,929;;;;;EL BALCON DE ANDALUCIA;;L-D: 24H
CÓRDOBA;MONTORO;MONTORO;14600;AUTOVIA E-5/A-4 KM. 357,8;D;-4,385583;38,008222;03/11/2023 10:00;1,629;;1,705;;;1,675;1,759;1,409;;;;;;;;;CEPSA;;L-D: 06:00-22:00
CORUÑA (A);COIRÓS;COIROS DE ARRIBA;15316;AUTOVIA E-70/A-6 KM. 558;I;-8,134444;43,239167;03/11/2023 00:00;1,639;;;1,759;;1,689;1,779;;;;;;;;;;REPSOL;;L-D: 24H
CORUÑA (A);COIRÓS;COIROS DE ARRIBA;15316;AUTOVIA E-70/A-6 KM. 558;D;-8,135000;43,240556;03/11/2023 00:00;1,639;;;1,769;;1,689;1,789;;;;;;;;;;REPSOL;;L-D: 24H
BARCELONA;SANT CUGAT DEL VALLÈS;SANT CUGAT DEL VALLES;08190;AUTOVIA E-9 KM. 6,5;D;2,078250;41,433500;03/11/2023 00:00;1,729;;;1,889;;1,679;1,779;;;;;0,979;;;;;REPSOL;;L-D: 24H
MADRID;PERALES DE TAJUÑA;PERALES DE TAJUÑA;28540;AUTOVIA E-901/A-3 KM. 35,2;D;-3,376111;40,256667;03/11/2023 00:00;1,719;;;1,859;;1,749;1,849;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
CÁCERES;MAJADAS;MAJADAS;10529;AUTOVIA EX-A1 KM. 16;D;-5,761944;39,917278;24/10/2023 12:41;1,759;;;;;1,759;1,829;;;;;;;;;;REPSOL;;L-D: 24H
BADAJOZ;DON BENITO;VIVARES;06412;AUTOVIA EX-A2 DE MIAJADAS A DON BENITO/VILLANUEVA KM. 6,160;D;-5,894056;39,087389;03/11/2023 00:00;1,609;;;;;1,629;1,689;;;;;;;;;;CAMPSA;;L-S: 07:00-22:00
TOLEDO;OTERO;OTERO;45543;AUTOVIA EXTREMADRUA KM. 87;I;-4,505278;40,020917;03/11/2023 08:00;1,739;;1,799;;;1,749;1,819;;;;;;;;;;CEPSA;;L-D: 06:00-22:00
PALMAS (LAS);TELDE;TELDE;35000;AUTOVIA GC-1 KM. 12,000;D;-15,391583;27,978944;03/11/2023 00:00;1,339;;;1,474;;1,299;1,424;;;;;;;;;;REPSOL;;L-D: 06:00-22:00
PALMAS (LAS);SAN BARTOLOMÉ DE TIRAJANA;SAN BARTOLOME TIRAJANA;35107;AUTOVIA GC-1 KM. 34,6;N;-15,482278;27,803972;30/10/2023 10:15;1,349;;;1,479;;1,341;1,469;;;;;0,799;;;;;SHELL JUAN GRANDE;;L-D: 24H
PALMAS (LAS);TELDE;GARITA (LA);35212;AUTOVIA GC-1 SUR LAS PALMAS KM. 8;D;-15,387583;28,014333;30/10/2023 08:46;1,329;;;1,469;;1,319;1,449;;;;;;;;;;BP LA GARITA;;L-D: 24H
PALMAS (LAS);TELDE;TELDE;35200;AUTOVIA GC-1, AEROPUERTO GANDO (LADO AIRE) KM. 16,000;N;-15,391722;27,931889;03/11/2023 06:00;1,345;;;1,475;;1,330;;;;;;;;;;;CEPSA;;L-D: 24H
PALMAS (LAS);ARUCAS;ARUCAS;35019;AUTOVIA GC-2 KM. 5,2;D;-15,487806;28,136194;30/10/2023 12:50;1,339;;;1,429;;1,319;1,449;;;;;;;;;;CEPSA OPER CANARIOS  S,L.;;L-D: 24H
PALMAS (LAS);ARUCAS;ARUCAS;35019;AUTOVIA GC-2 KM. 5,2;I;-15,488889;28,136194;30/10/2023 00:46;1,339;;;1,479;;1,319;1,449;;;;;;;;;;CEPSA;;L-D: 24H
GRANADA;MOTRIL;MOTRIL;18600;AUTOVIA GR-14 KM. 0;I;-3,557250;36,770722;30/10/2023 10:25;1,679;;1,739;1,811;;1,669;1,735;;;;;;;;;;CEPSA;;L-D: 24H
MURCIA;CARTAGENA;ALGAR (EL);30366;AUTOVIA LA MANGA - RM22 - SALIDA 0 KM. 0,222;D;-0,889806;37,654472;03/11/2023 10:02;1,539;;;1,649;;1,529;1,569;1,319;;;;0,919;;;;;ADRIDAN;;L-D: 24H
